framework,item_type,parent,skill,learning_outcome,lo_bloom_level,assessment_method,assessment_bloom,skill_outcome_score,outcome_assessment_score,composite_score,program,university
ECSF,knowledge,Cybersecurity Auditor,"Cybersecurity standards, methodologies and frameworks",completing the studies gives a strategic point of view on the importance of cybersecurity in differe,Apply,exam_written,Understand,0.25,0.3,0.27,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Auditor,"Cybersecurity standards, methodologies and frameworks","you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.75,0.3,0.57,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Auditor,"Cybersecurity standards, methodologies and frameworks",you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.25,0.3,0.27,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Auditor,"Cybersecurity standards, methodologies and frameworks","possible career paths as a cyber legal, policy & compliance officer or cybersecurity auditor, roles ",Apply,exam_written,Understand,0.25,0.3,0.27,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Auditor,Cybersecurity-related certifications,completing the studies gives a strategic point of view on the importance of cybersecurity in differe,Apply,exam_written,Understand,0.333,0.3,0.32,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Auditor,Cybersecurity-related certifications,"you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.333,0.3,0.32,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Auditor,Cybersecurity-related certifications,you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.333,0.3,0.32,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Auditor,Cybersecurity-related certifications,"possible career paths as a cyber legal, policy & compliance officer or cybersecurity auditor, roles ",Apply,exam_written,Understand,0.333,0.3,0.32,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Educator,"Identify needs in cybersecurity awareness, training and education",completing the studies gives a strategic point of view on the importance of cybersecurity in differe,Apply,exam_written,Understand,0.167,0.3,0.22,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Educator,"Identify needs in cybersecurity awareness, training and education","you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.167,0.3,0.22,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Educator,"Identify needs in cybersecurity awareness, training and education",you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.167,0.3,0.22,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Educator,"Identify needs in cybersecurity awareness, training and education","possible career paths as a cyber legal, policy & compliance officer or cybersecurity auditor, roles ",Apply,exam_written,Understand,0.167,0.3,0.22,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Educator,"Design, develop and deliver learning programmes to cover cybersecurity needs",completing the studies gives a strategic point of view on the importance of cybersecurity in differe,Apply,exam_written,Understand,0.125,0.3,0.195,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Educator,"Design, develop and deliver learning programmes to cover cybersecurity needs","you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.125,0.3,0.195,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Educator,"Design, develop and deliver learning programmes to cover cybersecurity needs",you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.125,0.3,0.195,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Educator,"Design, develop and deliver learning programmes to cover cybersecurity needs","possible career paths as a cyber legal, policy & compliance officer or cybersecurity auditor, roles ",Apply,exam_written,Understand,0.125,0.3,0.195,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Educator,Develop cybersecurity exercises including simulations using cyber range  environments,completing the studies gives a strategic point of view on the importance of cybersecurity in differe,Apply,exam_written,Understand,0.111,0.3,0.187,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Educator,Develop cybersecurity exercises including simulations using cyber range  environments,"you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.111,0.3,0.187,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Educator,Develop cybersecurity exercises including simulations using cyber range  environments,you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.111,0.3,0.187,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Educator,Develop cybersecurity exercises including simulations using cyber range  environments,"possible career paths as a cyber legal, policy & compliance officer or cybersecurity auditor, roles ",Apply,exam_written,Understand,0.222,0.3,0.253,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Educator,Provide training towards cybersecurity and data protection professional certifications,completing the studies gives a strategic point of view on the importance of cybersecurity in differe,Apply,exam_written,Understand,0.125,0.3,0.195,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Educator,Provide training towards cybersecurity and data protection professional certifications,"you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.125,0.3,0.195,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Educator,Provide training towards cybersecurity and data protection professional certifications,you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.125,0.3,0.195,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Educator,Provide training towards cybersecurity and data protection professional certifications,"possible career paths as a cyber legal, policy & compliance officer or cybersecurity auditor, roles ",Apply,exam_written,Understand,0.125,0.3,0.195,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Educator,Utilise existing cybersecurity-related training resources,completing the studies gives a strategic point of view on the importance of cybersecurity in differe,Apply,exam_written,Understand,0.167,0.3,0.22,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Educator,Utilise existing cybersecurity-related training resources,"you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.167,0.3,0.22,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Educator,Utilise existing cybersecurity-related training resources,you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.167,0.3,0.22,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Educator,Utilise existing cybersecurity-related training resources,"possible career paths as a cyber legal, policy & compliance officer or cybersecurity auditor, roles ",Apply,exam_written,Understand,0.167,0.3,0.22,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Educator,"Pedagogical standards, methodologies and frameworks","you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.5,0.3,0.42,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity awareness, education and training programme development",completing the studies gives a strategic point of view on the importance of cybersecurity in differe,Apply,exam_written,Understand,0.167,0.3,0.22,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity awareness, education and training programme development","you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.167,0.3,0.22,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity awareness, education and training programme development",you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.167,0.3,0.22,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity awareness, education and training programme development","possible career paths as a cyber legal, policy & compliance officer or cybersecurity auditor, roles ",Apply,exam_written,Understand,0.167,0.3,0.22,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Educator,Cybersecurity-related certifications,completing the studies gives a strategic point of view on the importance of cybersecurity in differe,Apply,exam_written,Understand,0.333,0.3,0.32,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Educator,Cybersecurity-related certifications,"you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.333,0.3,0.32,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Educator,Cybersecurity-related certifications,you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.333,0.3,0.32,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Educator,Cybersecurity-related certifications,"possible career paths as a cyber legal, policy & compliance officer or cybersecurity auditor, roles ",Apply,exam_written,Understand,0.333,0.3,0.32,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity education and training standards, methodologies and frameworks",completing the studies gives a strategic point of view on the importance of cybersecurity in differe,Apply,exam_written,Understand,0.167,0.3,0.22,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity education and training standards, methodologies and frameworks","you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.5,0.3,0.42,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity education and training standards, methodologies and frameworks",you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.167,0.3,0.22,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity education and training standards, methodologies and frameworks","possible career paths as a cyber legal, policy & compliance officer or cybersecurity auditor, roles ",Apply,exam_written,Understand,0.167,0.3,0.22,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity related laws, regulations and legislations",completing the studies gives a strategic point of view on the importance of cybersecurity in differe,Apply,exam_written,Understand,0.2,0.3,0.24,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity related laws, regulations and legislations","you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.2,0.3,0.24,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity related laws, regulations and legislations",you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.2,0.3,0.24,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity related laws, regulations and legislations","possible career paths as a cyber legal, policy & compliance officer or cybersecurity auditor, roles ",Apply,exam_written,Understand,0.2,0.3,0.24,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Educator,Cybersecurity recommendations and best practices,completing the studies gives a strategic point of view on the importance of cybersecurity in differe,Apply,exam_written,Understand,0.25,0.3,0.27,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Educator,Cybersecurity recommendations and best practices,"you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.25,0.3,0.27,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Educator,Cybersecurity recommendations and best practices,you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.25,0.3,0.27,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Educator,Cybersecurity recommendations and best practices,"possible career paths as a cyber legal, policy & compliance officer or cybersecurity auditor, roles ",Apply,exam_written,Understand,0.25,0.3,0.27,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity standards, methodologies and frameworks",completing the studies gives a strategic point of view on the importance of cybersecurity in differe,Apply,exam_written,Understand,0.25,0.3,0.27,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity standards, methodologies and frameworks","you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.75,0.3,0.57,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity standards, methodologies and frameworks",you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.25,0.3,0.27,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Educator,"Cybersecurity standards, methodologies and frameworks","possible career paths as a cyber legal, policy & compliance officer or cybersecurity auditor, roles ",Apply,exam_written,Understand,0.25,0.3,0.27,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Educator,Cybersecurity controls and solutions,completing the studies gives a strategic point of view on the importance of cybersecurity in differe,Apply,exam_written,Understand,0.333,0.3,0.32,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Educator,Cybersecurity controls and solutions,"you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.333,0.3,0.32,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Educator,Cybersecurity controls and solutions,you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.333,0.3,0.32,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Educator,Cybersecurity controls and solutions,"possible career paths as a cyber legal, policy & compliance officer or cybersecurity auditor, roles ",Apply,exam_written,Understand,0.333,0.3,0.32,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Implementer,Integrate cybersecurity solutions to the organisation’s infrastructure,completing the studies gives a strategic point of view on the importance of cybersecurity in differe,Apply,exam_written,Understand,0.2,0.3,0.24,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Implementer,Integrate cybersecurity solutions to the organisation’s infrastructure,"you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.2,0.3,0.24,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Implementer,Integrate cybersecurity solutions to the organisation’s infrastructure,you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.2,0.3,0.24,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Implementer,Integrate cybersecurity solutions to the organisation’s infrastructure,"possible career paths as a cyber legal, policy & compliance officer or cybersecurity auditor, roles ",Apply,exam_written,Understand,0.2,0.3,0.24,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Implementer,Configure solutions according to the organisation’s security policy,"you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.167,0.3,0.22,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Implementer,Configure solutions according to the organisation’s security policy,you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.167,0.3,0.22,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Implementer,Configure solutions according to the organisation’s security policy,"possible career paths as a cyber legal, policy & compliance officer or cybersecurity auditor, roles ",Apply,exam_written,Understand,0.167,0.3,0.22,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Implementer,Assess the security and performance of solutions,"you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.25,0.3,0.27,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Implementer,Assess the security and performance of solutions,you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.25,0.3,0.27,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Implementer,Identify and solve cybersecurity-related issues,completing the studies gives a strategic point of view on the importance of cybersecurity in differe,Apply,exam_written,Understand,0.2,0.3,0.24,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Implementer,Identify and solve cybersecurity-related issues,"you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.2,0.3,0.24,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Implementer,Identify and solve cybersecurity-related issues,you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.2,0.3,0.24,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Implementer,Identify and solve cybersecurity-related issues,"possible career paths as a cyber legal, policy & compliance officer or cybersecurity auditor, roles ",Apply,exam_written,Understand,0.2,0.3,0.24,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Implementer,Operating systems security,"you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.333,0.3,0.32,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Implementer,Operating systems security,you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.333,0.3,0.32,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Implementer,Computer networks security,"you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.333,0.3,0.32,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Implementer,Computer networks security,you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.333,0.3,0.32,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Implementer,Cybersecurity controls and solutions,completing the studies gives a strategic point of view on the importance of cybersecurity in differe,Apply,exam_written,Understand,0.333,0.3,0.32,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Implementer,Cybersecurity controls and solutions,"you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.333,0.3,0.32,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Implementer,Cybersecurity controls and solutions,you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.333,0.3,0.32,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Implementer,Cybersecurity controls and solutions,"possible career paths as a cyber legal, policy & compliance officer or cybersecurity auditor, roles ",Apply,exam_written,Understand,0.333,0.3,0.32,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Implementer,Offensive and defensive security practices,"you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.25,0.3,0.27,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Implementer,Offensive and defensive security practices,you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.25,0.3,0.27,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Implementer,Cybersecurity recommendations and best practices,completing the studies gives a strategic point of view on the importance of cybersecurity in differe,Apply,exam_written,Understand,0.25,0.3,0.27,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Implementer,Cybersecurity recommendations and best practices,"you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.25,0.3,0.27,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Implementer,Cybersecurity recommendations and best practices,you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.25,0.3,0.27,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Implementer,Cybersecurity recommendations and best practices,"possible career paths as a cyber legal, policy & compliance officer or cybersecurity auditor, roles ",Apply,exam_written,Understand,0.25,0.3,0.27,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Implementer,"Testing standards, methodologies and frameworks","you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.5,0.3,0.42,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Implementer,Cybersecurity-related technologies,completing the studies gives a strategic point of view on the importance of cybersecurity in differe,Apply,exam_written,Understand,0.333,0.3,0.32,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Implementer,Cybersecurity-related technologies,"you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.333,0.3,0.32,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Implementer,Cybersecurity-related technologies,you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.333,0.3,0.32,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Implementer,Cybersecurity-related technologies,"possible career paths as a cyber legal, policy & compliance officer or cybersecurity auditor, roles ",Apply,exam_written,Understand,0.333,0.3,0.32,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Researcher,Decompose and analyse systems to develop security and privacy requirements and  identify effective solutions,"you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.1,0.3,0.18,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Researcher,Decompose and analyse systems to develop security and privacy requirements and  identify effective solutions,you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.1,0.3,0.18,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Researcher,Monitor new advancements in cybersecurity-related technologies,completing the studies gives a strategic point of view on the importance of cybersecurity in differe,Apply,exam_written,Understand,0.167,0.3,0.22,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Researcher,Monitor new advancements in cybersecurity-related technologies,"you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.167,0.3,0.22,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Researcher,Monitor new advancements in cybersecurity-related technologies,you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.167,0.3,0.22,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Researcher,Monitor new advancements in cybersecurity-related technologies,"possible career paths as a cyber legal, policy & compliance officer or cybersecurity auditor, roles ",Apply,exam_written,Understand,0.167,0.3,0.22,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Researcher,Identify and solve cybersecurity-related issues,completing the studies gives a strategic point of view on the importance of cybersecurity in differe,Apply,exam_written,Understand,0.2,0.3,0.24,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Researcher,Identify and solve cybersecurity-related issues,"you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.2,0.3,0.24,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Researcher,Identify and solve cybersecurity-related issues,you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.2,0.3,0.24,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Researcher,Identify and solve cybersecurity-related issues,"possible career paths as a cyber legal, policy & compliance officer or cybersecurity auditor, roles ",Apply,exam_written,Understand,0.2,0.3,0.24,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Researcher,"Cybersecurity-related research, development and innovation (RDI)",completing the studies gives a strategic point of view on the importance of cybersecurity in differe,Apply,exam_written,Understand,0.167,0.3,0.22,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Researcher,"Cybersecurity-related research, development and innovation (RDI)","you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.167,0.3,0.22,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Researcher,"Cybersecurity-related research, development and innovation (RDI)",you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.167,0.3,0.22,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Researcher,"Cybersecurity-related research, development and innovation (RDI)","possible career paths as a cyber legal, policy & compliance officer or cybersecurity auditor, roles ",Apply,exam_written,Understand,0.167,0.3,0.22,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Researcher,"Cybersecurity standards, methodologies and frameworks",completing the studies gives a strategic point of view on the importance of cybersecurity in differe,Apply,exam_written,Understand,0.25,0.3,0.27,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Researcher,"Cybersecurity standards, methodologies and frameworks","you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.75,0.3,0.57,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Researcher,"Cybersecurity standards, methodologies and frameworks",you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.25,0.3,0.27,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Researcher,"Cybersecurity standards, methodologies and frameworks","possible career paths as a cyber legal, policy & compliance officer or cybersecurity auditor, roles ",Apply,exam_written,Understand,0.25,0.3,0.27,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
